DISTRITO;MAT_CRECHE;MAT_PRE_ESCOLA;MAT_FUND_I;MAT_FUND_II;MAT_EJA_I;MAT_EJA_II;MAT_ENS_MED;MAT_ED_PROF;MAT_PROC_CRECHE;MAT_PROC_PRE_ESC;DEM_CRECHE;DEM_PRE;DEM_FUND_I;DEM_FUND_II;DEM_EJA_I;DEM_EJA_II;DEM_PREF_CRECHE;DEM_PREF_PRE;MES_ANO_REF
RAPOSO TAVARES;2604;2483;3777;4208;143;712;0;0;1;6;1990;4;0;0;0;0;2;0;set-11
REPUBLICA;17;277;0;0;0;0;0;0;0;1;39;2;0;0;0;0;0;1;set-11
RIO PEQUENO;2277;2007;2838;3293;140;397;0;0;12;2;1862;2;0;0;0;0;8;0;set-11
SACOMA;4719;4105;4849;5689;381;1132;0;0;13;6;3730;12;0;0;0;0;19;1;set-11
SANTA CECILIA;1329;477;0;0;0;0;0;0;11;0;900;5;0;0;0;0;2;0;set-11
SANTANA;1204;654;964;1437;0;128;1076;602;3;0;913;4;0;0;0;0;0;1;set-11
SANTO AMARO;333;290;659;1133;33;362;96;0;1;2;320;0;0;0;0;0;0;0;set-11
SAO DOMINGOS;833;1060;2386;2833;79;266;0;0;1;3;1261;0;0;0;0;0;0;0;set-11
SAO LUCAS;954;1797;2711;3331;81;419;0;0;9;1;1034;1;0;0;0;0;0;0;set-11
SAO MATEUS;2686;2858;3114;3759;237;1408;0;0;1;1;2366;39;0;0;0;0;2;0;set-11
SAO MIGUEL;2095;1747;2982;3882;163;955;319;0;15;5;1342;52;0;0;0;0;11;1;set-11
SAO RAFAEL;3142;4066;4566;4844;299;955;0;0;5;4;3435;8;0;0;0;0;20;1;set-11
SAPOPEMBA;5651;5529;8260;9560;528;1628;341;0;30;7;4798;23;0;0;0;0;7;0;set-11
SAUDE;795;566;249;310;69;199;0;0;2;2;627;4;0;0;0;0;0;0;set-11
SE;88;93;458;382;82;138;0;0;0;0;260;21;0;0;0;0;0;0;set-11
SOCORRO;549;762;883;1318;71;280;0;0;0;1;214;7;0;0;0;0;0;0;set-11
TATUAPE;649;843;650;1002;89;386;0;0;1;3;413;0;0;0;0;0;6;3;set-11
TREMEMBE;1938;3358;3418;4025;393;879;0;0;1;10;4038;187;0;0;0;0;3;8;set-11
TUCURUVI;438;661;1001;1160;0;0;0;0;1;3;477;10;0;0;0;0;1;0;set-11
VILA ANDRADE;1099;1166;2169;1896;217;528;0;0;3;2;1923;5;0;0;0;0;17;0;set-11
VILA CURUCA;3186;3898;5365;6206;0;622;0;0;25;7;2572;289;0;0;0;0;10;1;set-11
VILA FORMOSA;1205;1366;746;909;0;95;0;0;7;1;755;11;0;0;0;0;2;0;set-11
VILA GUILHERME;713;712;875;968;46;74;0;0;0;1;320;22;0;0;0;0;7;0;set-11
VILA JACUI;3046;3732;3605;4205;113;268;0;0;15;6;2666;12;0;0;0;0;19;0;set-11
VILA LEOPOLDINA;268;349;477;566;62;125;0;0;2;1;191;0;0;0;0;0;0;0;set-11
VILA MARIA;1957;2626;2707;2889;29;230;0;0;1;3;1998;1;0;0;0;0;9;0;set-11
VILA MARIANA;556;656;252;235;0;0;0;0;0;1;527;3;0;0;0;0;2;0;set-11
VILA MATILDE;1130;837;2073;2740;82;348;0;0;3;1;802;5;0;0;0;0;2;1;set-11
VILA MEDEIROS;2527;1850;1556;1900;319;884;0;0;2;0;1675;111;0;0;0;0;8;7;set-11
VILA PRUDENTE;1638;1097;954;1096;73;228;0;0;9;2;949;4;0;0;0;0;14;0;set-11
VILA SONIA;1450;1208;1633;2050;140;414;0;0;1;0;1645;102;0;0;0;0;4;0;set-11
AGUA RASA;818;701;934;1235;64;110;0;0;6;0;358;2;0;0;0;0;;;dez-11
ALTO DE PINHEIROS;368;0;0;0;0;0;0;0;0;0;44;0;0;0;0;0;;;dez-11
ANHANGUERA;1077;1536;2816;3070;117;404;0;0;18;3;968;3;0;0;0;0;;;dez-11
ARICANDUVA;1299;764;1421;1884;60;192;0;0;7;0;407;11;0;0;0;0;;;dez-11
ARTUR ALVIM;2093;2074;2058;2416;0;88;0;0;22;0;866;8;0;0;0;0;;;dez-11
BARRA FUNDA;375;0;0;0;0;0;0;0;0;0;85;0;0;0;0;0;;;dez-11
BELA VISTA;1271;771;361;451;0;342;0;0;15;2;148;0;0;0;0;0;;;dez-11
BELEM;900;515;332;285;0;0;0;0;20;0;162;3;0;0;0;0;;;dez-11
BOM RETIRO;826;690;0;0;0;0;0;0;118;4;220;9;0;0;0;0;;;dez-11
BRAS;653;409;0;0;0;0;0;0;10;0;449;8;0;0;0;0;;;dez-11
BRASILANDIA;7305;6323;7919;8484;414;2053;0;0;478;4;2765;123;0;0;0;0;;;dez-11
BUTANTA;574;679;1080;1451;245;636;0;0;11;0;129;1;0;0;0;0;;;dez-11
CACHOEIRINHA;2603;2303;2832;3039;114;592;0;0;142;11;1457;1;0;0;0;0;;;dez-11
CAMBUCI;249;451;0;0;234;304;0;0;14;1;167;99;0;0;0;0;;;dez-11
CAMPO BELO;888;306;829;1270;65;247;0;0;8;0;237;4;0;0;0;0;;;dez-11
CAMPO GRANDE;896;1370;1895;2755;193;591;0;0;3;3;492;89;0;0;0;0;;;dez-11
CAMPO LIMPO;3548;5217;7371;7716;557;1655;0;0;166;32;4504;257;0;0;0;0;;;dez-11
CANGAIBA;2064;2715;1779;2467;136;610;0;0;34;0;1954;56;0;0;0;0;;;dez-11
CAPAO REDONDO;3671;5052;8556;8709;886;2198;0;0;185;28;5694;1138;0;0;0;0;;;dez-11
CARRAO;1844;787;908;1087;0;0;0;0;18;0;204;5;0;0;0;0;;;dez-11
CASA VERDE;791;1009;1055;1183;57;237;0;0;139;7;452;0;0;0;0;0;;;dez-11
CIDADE ADEMAR;4113;3037;3111;3387;268;643;0;0;70;71;4810;1069;0;0;0;0;;;dez-11
CIDADE DUTRA;5824;4315;5214;6386;256;1165;0;0;72;2;2603;109;0;0;0;0;;;dez-11
CIDADE LIDER;2617;2822;2725;3161;355;1092;0;0;58;7;784;20;0;0;0;0;;;dez-11
CIDADE TIRADENTES;9014;6288;10991;11878;285;1498;492;0;298;1;518;33;0;0;0;0;;;dez-11
CONSOLACAO;400;418;0;0;0;0;0;0;2;1;137;2;0;0;0;0;;;dez-11
CURSINO;476;951;639;861;35;149;0;0;8;0;689;2;0;0;0;0;;;dez-11
ERMELINO MATARAZZO;1681;2084;1205;1481;167;492;0;0;33;3;1105;20;0;0;0;0;;;dez-11
FREGUESIA DO O;2413;2717;2610;2609;103;419;0;0;120;7;803;11;0;0;0;0;;;dez-11
GRAJAU;8207;7257;6695;6574;392;1726;0;0;91;12;5582;1463;0;0;0;0;;;dez-11
GUAIANASES;4395;2496;1456;1799;342;528;0;0;129;2;213;9;0;0;0;0;;;dez-11
IGUATEMI;2690;3644;6230;6599;206;780;0;0;50;6;2015;29;0;0;0;0;;;dez-11
IPIRANGA;1422;1284;610;750;86;309;0;0;39;1;1250;7;0;0;0;0;;;dez-11
ITAIM BIBI;339;376;447;652;21;183;0;0;8;0;127;1;0;0;0;0;;;dez-11
ITAIM PAULISTA;4979;5027;5434;5717;164;935;0;0;136;9;2632;122;0;0;0;0;;;dez-11
ITAQUERA;5309;4102;2672;3064;132;617;0;0;110;8;1182;7;0;0;0;0;;;dez-11
JABAQUARA;3708;3312;2455;3132;179;558;0;0;36;12;1867;204;0;0;0;0;;;dez-11
JACANA;1741;2248;1481;1925;47;302;0;0;50;3;888;8;0;0;0;0;;;dez-11
JAGUARA;740;448;574;722;45;188;0;0;8;0;449;10;0;0;0;0;;;dez-11
JAGUARE;1274;734;640;629;72;159;0;0;19;0;398;2;0;0;0;0;;;dez-11
JARAGUA;4437;5256;8773;9453;369;1355;273;0;100;2;2617;28;0;0;0;0;;;dez-11
JARDIM ANGELA;4837;5223;6069;6239;322;1417;0;0;175;40;5671;1999;0;0;0;0;;;dez-11
JARDIM HELENA;3018;3203;4828;5178;80;945;0;0;75;5;1775;45;0;0;0;0;;;dez-11
JARDIM PAULISTA;57;151;0;0;0;0;0;0;0;0;25;0;0;0;0;0;;;dez-11
JARDIM SAO LUIS;5951;4907;5735;6124;306;1046;0;0;168;15;4060;261;0;0;0;0;;;dez-11
JOSE BONIFACIO;2582;2499;2542;2838;31;337;0;0;50;4;670;5;0;0;0;0;;;dez-11
LAJEADO;7555;4387;3258;3599;189;924;0;0;163;7;700;155;0;0;0;0;;;dez-11
LAPA;273;917;0;0;0;0;0;0;16;0;180;1;0;0;0;0;;;dez-11
LIBERDADE;748;208;269;325;0;0;0;0;1;0;180;1;0;0;0;0;;;dez-11
LIMAO;677;1276;767;697;35;107;0;0;34;2;401;1;0;0;0;0;;;dez-11
MANDAQUI;1537;1581;1450;1892;150;382;0;0;37;3;810;18;0;0;0;0;;;dez-11
MARSILAC;93;63;0;0;0;0;0;0;4;0;5;0;0;0;0;0;;;dez-11
MOEMA;344;469;333;211;0;0;0;0;4;0;78;3;0;0;0;0;;;dez-11
MOOCA;784;571;259;307;47;101;0;0;13;0;144;1;0;0;0;0;;;dez-11
MORUMBI;563;333;346;510;42;73;0;0;4;0;231;1;0;0;0;0;;;dez-11
PARELHEIROS;4264;3403;2869;2061;189;854;0;0;21;2;1629;192;0;0;0;0;;;dez-11
PARI;342;176;255;339;0;0;0;0;7;0;177;6;0;0;0;0;;;dez-11
PARQUE DO CARMO;1686;1124;565;762;0;35;0;0;25;0;345;0;0;0;0;0;;;dez-11
PEDREIRA;2464;2126;3377;4274;77;724;0;0;22;17;2405;411;0;0;0;0;;;dez-11
PENHA;1840;787;307;305;0;0;0;0;12;0;628;0;0;0;0;0;;;dez-11
PERDIZES;527;240;293;313;0;0;0;0;4;1;120;0;0;0;0;0;;;dez-11
PERUS;1601;2133;3937;3972;166;777;0;0;47;1;812;11;0;0;0;0;;;dez-11
PINHEIROS;362;251;326;365;0;0;0;0;28;0;150;3;0;0;0;0;;;dez-11
PIRITUBA;1770;2317;2961;3812;272;924;307;0;104;1;882;18;0;0;0;0;;;dez-11
PONTE RASA;993;1267;1956;2765;48;362;0;0;17;3;764;34;0;0;0;0;;;dez-11
RAPOSO TAVARES;2592;2480;3736;4164;134;618;0;0;95;1;840;7;0;0;0;0;;;dez-11
REPUBLICA;16;272;0;0;0;0;0;0;4;1;31;16;0;0;0;0;;;dez-11
RIO PEQUENO;2267;2003;2799;3236;140;367;0;0;64;3;902;2;0;0;0;0;;;dez-11
SACOMA;4697;4114;4795;5551;295;834;0;0;95;1;2052;13;0;0;0;0;;;dez-11
SANTA CECILIA;1327;472;0;0;0;0;0;0;111;0;383;6;0;0;0;0;;;dez-11
SANTANA;1187;668;961;1429;0;95;1047;445;46;0;542;8;0;0;0;0;;;dez-11
SANTO AMARO;328;290;653;1118;33;290;94;0;0;2;187;0;0;0;0;0;;;dez-11
SAO DOMINGOS;828;1073;2374;2781;64;230;0;0;21;1;560;0;0;0;0;0;;;dez-11
SAO LUCAS;955;1791;2714;3294;66;368;0;0;56;7;538;1;0;0;0;0;;;dez-11
SAO MATEUS;2662;2836;3087;3698;252;1270;0;0;35;10;1564;29;0;0;0;0;;;dez-11
SAO MIGUEL;2085;1745;2959;3857;147;889;318;0;21;0;535;24;0;0;0;0;;;dez-11
SAO RAFAEL;3115;4066;4544;4765;245;690;0;0;130;7;1778;12;0;0;0;0;;;dez-11
SAPOPEMBA;5595;5524;8223;9462;461;1422;291;0;204;9;2912;26;0;0;0;0;;;dez-11
SAUDE;815;579;249;307;69;188;0;0;13;2;294;11;0;0;0;0;;;dez-11
SE;88;91;452;377;77;114;0;0;0;1;186;10;0;0;0;0;;;dez-11
SOCORRO;544;765;878;1301;61;260;0;0;1;0;72;10;0;0;0;0;;;dez-11
TATUAPE;645;829;627;984;56;364;0;0;11;0;229;3;0;0;0;0;;;dez-11
TREMEMBE;1934;3387;3401;4000;364;821;0;0;112;25;3023;87;0;0;0;0;;;dez-11
TUCURUVI;438;647;1002;1156;0;0;0;0;17;1;272;5;0;0;0;0;;;dez-11
VILA ANDRADE;1091;1150;2147;1844;176;487;0;0;138;6;1327;12;0;0;0;0;;;dez-11
VILA CURUCA;3178;3872;5356;6160;0;547;0;0;77;6;1436;86;0;0;0;0;;;dez-11
VILA FORMOSA;1191;1348;741;889;0;97;0;0;17;1;499;7;0;0;0;0;;;dez-11
VILA GUILHERME;701;702;855;950;43;80;0;0;27;1;203;17;0;0;0;0;;;dez-11
VILA JACUI;3030;3719;3554;4108;109;206;0;0;95;3;1087;18;0;0;0;0;;;dez-11
VILA LEOPOLDINA;268;347;471;555;55;119;0;0;9;0;83;0;0;0;0;0;;;dez-11
VILA MARIA;1945;2635;2694;2826;32;198;0;0;92;3;1158;4;0;0;0;0;;;dez-11
VILA MARIANA;559;625;251;229;0;0;0;0;12;1;335;4;0;0;0;0;;;dez-11
VILA MATILDE;1109;830;2065;2711;62;225;0;0;17;0;431;13;0;0;0;0;;;dez-11
VILA MEDEIROS;2504;1888;1554;1898;277;789;0;0;28;2;1310;48;0;0;0;0;;;dez-11
VILA PRUDENTE;1630;1083;947;1084;62;185;0;0;26;3;379;5;0;0;0;0;;;dez-11
VILA SONIA;1477;1203;1611;1987;127;371;0;0;24;8;744;19;0;0;0;0;;;dez-11
AGUA RASA;879;742;870;1254;66;147;0;0;3;4;416;1;0;0;0;0;;;mar-12
ALTO DE PINHEIROS;385;0;0;0;0;0;0;0;0;0;52;0;0;0;0;0;;;mar-12
ANHANGUERA;1297;1487;2785;3103;130;428;0;0;15;1;1242;8;0;0;0;0;;;mar-12
ARICANDUVA;1253;742;1395;1884;88;253;0;0;11;4;600;11;0;0;0;0;;;mar-12
ARTUR ALVIM;2225;1984;2028;2424;0;92;0;0;14;7;1198;14;0;0;0;0;;;mar-12
BARRA FUNDA;379;0;0;0;0;0;0;0;4;0;122;0;0;0;0;0;;;mar-12
BELA VISTA;1474;701;371;466;0;259;0;0;6;4;289;2;0;0;0;0;;;mar-12
BELEM;972;532;372;318;0;0;0;0;55;5;213;8;0;0;0;0;;;mar-12
BOM RETIRO;802;670;0;0;0;0;0;0;45;10;304;3;0;0;0;0;;;mar-12
BRAS;692;406;0;0;0;0;0;0;0;0;565;41;0;0;0;0;;;mar-12
BRASILANDIA;7922;6270;8022;8724;379;2372;0;0;82;44;3698;102;0;0;0;0;;;mar-12
BUTANTA;585;630;1030;1456;239;654;0;0;2;2;148;5;0;0;0;0;;;mar-12
CACHOEIRINHA;2669;2173;2791;3097;88;475;0;0;12;9;1754;1;0;0;0;0;;;mar-12
CAMBUCI;307;499;0;0;211;434;0;0;1;5;184;10;0;0;0;0;;;mar-12
CAMPO BELO;908;286;737;1274;61;257;0;0;1;0;356;1;0;0;0;0;;;mar-12
CAMPO GRANDE;877;1306;1763;2805;186;577;0;0;1;3;546;82;0;0;0;0;;;mar-12
CAMPO LIMPO;3619;5152;6989;8172;436;1796;0;0;22;88;5388;150;0;0;0;0;;;mar-12
CANGAIBA;2123;2841;1913;2450;193;745;0;0;7;14;2340;56;0;0;0;0;;;mar-12
CAPAO REDONDO;3661;5048;8178;8921;804;2492;0;0;13;56;6307;1221;0;0;0;0;;;mar-12
CARRAO;1873;759;902;1098;0;0;0;0;9;1;376;0;0;0;0;0;;;mar-12
CASA VERDE;1161;998;994;1292;61;313;0;0;4;4;684;2;0;0;0;0;;;mar-12
CIDADE ADEMAR;3867;3601;2972;3369;276;758;0;0;27;79;5308;809;0;0;0;0;;;mar-12
CIDADE DUTRA;5804;4329;5496;6469;340;1333;0;0;13;13;3273;192;0;0;0;0;;;mar-12
CIDADE LIDER;2643;2778;2824;3276;377;1124;0;0;15;9;1197;13;0;0;0;0;;;mar-12
CIDADE TIRADENTES;9182;6259;10982;12583;261;1149;543;0;142;11;1170;23;0;0;0;0;;;mar-12
CONSOLACAO;222;531;0;0;0;0;0;0;2;1;106;1;0;0;0;0;;;mar-12
CURSINO;475;895;637;869;46;208;0;0;1;1;736;5;0;0;0;0;;;mar-12
ERMELINO MATARAZZO;1901;1993;1086;1522;193;618;0;0;10;3;1407;30;0;0;0;0;;;mar-12
FREGUESIA DO O;2582;2611;2407;2647;103;624;0;0;10;5;1093;16;0;0;0;0;;;mar-12
GRAJAU;8013;7435;6181;7038;542;1862;0;0;25;16;6577;1580;0;0;0;0;;;mar-12
GUAIANASES;4506;2429;1590;1793;420;675;0;0;74;3;410;7;0;0;0;0;;;mar-12
IGUATEMI;2700;3575;6174;6766;157;592;0;0;16;12;2815;67;0;0;0;0;;;mar-12
IPIRANGA;1450;1303;659;797;113;285;0;0;17;2;1231;1;0;0;0;0;;;mar-12
ITAIM BIBI;359;404;421;691;0;133;0;0;0;2;193;4;0;0;0;0;;;mar-12
ITAIM PAULISTA;5132;5218;5536;6038;189;967;0;0;36;43;3415;181;0;0;0;0;;;mar-12
ITAQUERA;5518;4053;2588;3132;176;709;0;0;37;11;2032;10;0;0;0;0;;;mar-12
JABAQUARA;3829;3289;2507;3084;159;505;0;0;5;20;2447;89;0;0;0;0;;;mar-12
JACANA;1896;2128;1434;1863;88;273;0;0;6;12;1299;22;0;0;0;0;;;mar-12
JAGUARA;675;455;558;764;59;229;0;0;0;2;516;18;0;0;0;0;;;mar-12
JAGUARE;1316;713;679;674;75;153;0;0;10;4;528;4;0;0;0;0;;;mar-12
JARAGUA;4955;5236;8622;9749;493;1590;336;0;25;30;3552;35;0;0;0;0;;;mar-12
JARDIM ANGELA;5096;5472;5641;6488;352;1509;0;0;26;231;6022;1566;0;0;0;0;;;mar-12
JARDIM HELENA;3190;3207;4584;5366;70;911;0;0;37;43;2339;71;0;0;0;0;;;mar-12
JARDIM PAULISTA;113;143;0;0;0;0;0;0;0;0;46;0;0;0;0;0;;;mar-12
JARDIM SAO LUIS;6293;4793;5365;6134;378;1076;0;0;25;96;4967;164;0;0;0;0;;;mar-12
JOSE BONIFACIO;2709;2514;2449;2926;29;255;0;0;58;2;927;3;0;0;0;0;;;mar-12
LAJEADO;7406;4296;3253;3838;119;760;0;0;78;16;1196;170;0;0;0;0;;;mar-12
LAPA;370;947;0;0;0;0;0;0;0;5;223;7;0;0;0;0;;;mar-12
LIBERDADE;781;45;250;339;0;0;0;0;1;0;247;2;0;0;0;0;;;mar-12
LIMAO;854;1198;704;780;30;148;0;0;7;0;514;1;0;0;0;0;;;mar-12
MANDAQUI;1535;1574;1438;1854;156;389;0;0;13;6;948;8;0;0;0;0;;;mar-12
MARSILAC;109;59;0;0;0;0;0;0;0;0;34;6;0;0;0;0;;;mar-12
MOEMA;373;491;220;250;0;0;0;0;0;2;112;0;0;0;0;0;;;mar-12
MOOCA;804;564;252;333;59;150;0;0;3;3;239;1;0;0;0;0;;;mar-12
MORUMBI;558;372;334;547;21;60;0;0;3;1;309;1;0;0;0;0;;;mar-12
PARELHEIROS;4282;3503;2692;2301;257;774;0;0;4;29;2146;134;0;0;0;0;;;mar-12
PARI;357;154;253;310;0;0;0;0;1;0;241;45;0;0;0;0;;;mar-12
PARQUE DO CARMO;1837;1131;573;779;0;0;0;0;29;1;454;12;0;0;0;0;;;mar-12
PEDREIRA;2269;2409;3208;4404;81;1022;0;0;7;18;2733;282;0;0;0;0;;;mar-12
PENHA;2016;888;338;352;0;0;0;0;17;2;708;1;0;0;0;0;;;mar-12
PERDIZES;518;249;276;317;0;0;0;0;12;1;159;0;0;0;0;0;;;mar-12
PERUS;2169;2020;3670;4260;172;576;0;0;18;8;1234;48;0;0;0;0;;;mar-12
PINHEIROS;359;265;289;365;0;0;0;0;0;0;211;0;0;0;0;0;;;mar-12
PIRITUBA;2254;2182;2802;3856;209;851;319;0;32;14;1340;43;0;0;0;0;;;mar-12
PONTE RASA;1227;1332;2016;2660;70;459;0;0;7;3;891;26;0;0;0;0;;;mar-12
RAPOSO TAVARES;2853;2405;3879;4340;77;497;0;0;4;3;1214;10;0;0;0;0;;;mar-12
REPUBLICA;14;271;0;0;0;0;0;0;0;0;5;2;0;0;0;0;;;mar-12
RIO PEQUENO;2469;1926;2698;3370;84;335;0;0;22;1;1168;5;0;0;0;0;;;mar-12
SACOMA;4620;4156;4838;5689;358;1044;0;0;22;7;2682;6;0;0;0;0;;;mar-12
SANTA CECILIA;1430;345;0;0;0;0;0;0;13;1;441;4;0;0;0;0;;;mar-12
SANTANA;1252;736;884;1417;0;88;1105;584;7;2;547;2;0;0;0;0;;;mar-12
SANTO AMARO;391;273;562;1057;58;325;159;0;0;0;262;0;0;0;0;0;;;mar-12
SAO DOMINGOS;986;1129;2305;2843;66;316;0;0;6;2;655;3;0;0;0;0;;;mar-12
SAO LUCAS;1137;1800;2720;3330;86;356;0;0;6;4;469;1;0;0;0;0;;;mar-12
SAO MATEUS;2541;2737;2998;3756;198;1128;0;0;9;7;1966;44;0;0;0;0;;;mar-12
SAO MIGUEL;2190;1713;2955;3806;141;691;330;0;8;9;776;25;0;0;0;0;;;mar-12
SAO RAFAEL;3261;3776;4248;4879;223;812;0;0;5;22;2553;34;0;0;0;0;;;mar-12
SAPOPEMBA;5553;5367;7889;9551;411;1249;413;0;33;20;4005;80;0;0;0;0;;;mar-12
SAUDE;881;486;145;307;59;161;0;0;2;0;394;6;0;0;0;0;;;mar-12
SE;88;93;499;428;66;112;0;0;0;0;206;21;0;0;0;0;;;mar-12
SOCORRO;535;822;832;1280;44;221;0;0;0;1;148;13;0;0;0;0;;;mar-12
TATUAPE;651;786;627;995;63;439;0;0;1;6;266;13;0;0;0;0;;;mar-12
TREMEMBE;1959;3359;3401;3935;349;772;0;0;4;15;3322;100;0;0;0;0;;;mar-12
TUCURUVI;435;655;929;1212;0;0;0;0;0;2;326;1;0;0;0;0;;;mar-12
VILA ANDRADE;1081;1209;2124;2108;168;557;0;0;1;38;1631;29;0;0;0;0;;;mar-12
VILA CURUCA;3218;3844;5216;5984;30;513;0;0;21;9;1847;118;0;0;0;0;;;mar-12
VILA FORMOSA;1150;1397;713;916;0;132;0;0;8;1;678;0;0;0;0;0;;;mar-12
VILA GUILHERME;769;565;795;978;32;171;0;0;1;2;218;11;0;0;0;0;;;mar-12
VILA JACUI;3307;3620;3479;4358;75;209;0;0;14;5;1560;30;0;0;0;0;;;mar-12
VILA LEOPOLDINA;254;376;462;582;59;148;0;0;8;4;110;6;0;0;0;0;;;mar-12
VILA MARIA;2158;2512;2706;3006;30;274;0;0;18;18;1380;36;0;0;0;0;;;mar-12
VILA MARIANA;559;723;195;232;0;0;0;0;0;0;383;1;0;0;0;0;;;mar-12
VILA MATILDE;1245;845;2015;2631;94;391;0;0;5;1;545;19;0;0;0;0;;;mar-12
VILA MEDEIROS;2711;1939;1577;1912;306;980;0;0;28;11;1074;45;0;0;0;0;;;mar-12
VILA PRUDENTE;1726;1026;971;1068;54;190;0;0;2;1;481;6;0;0;0;0;;;mar-12
VILA SONIA;1518;1270;1561;2018;108;218;0;0;11;7;1023;46;0;0;0;0;;;mar-12
AGUA RASA;880;741;881;1277;79;148;0;0;1;2;506;3;0;0;0;0;;;jun-12
ALTO DE PINHEIROS;385;0;0;0;0;0;0;0;0;0;73;0;0;0;0;0;;;jun-12
ANHANGUERA;1312;1503;2818;3117;122;432;0;0;4;4;1466;3;0;0;0;0;;;jun-12
ARICANDUVA;1259;745;1433;1920;88;256;0;0;3;0;731;4;0;0;0;0;;;jun-12
ARTUR ALVIM;2232;1992;2052;2420;0;90;0;0;10;3;1407;8;0;0;0;0;;;jun-12
BARRA FUNDA;384;0;0;0;0;0;0;0;2;0;148;0;0;0;0;0;;;jun-12
BELA VISTA;1471;430;387;487;0;262;0;0;5;3;372;7;0;0;0;0;;;jun-12
BELEM;1021;514;360;314;0;0;0;0;10;3;281;0;0;0;0;0;;;jun-12
BOM RETIRO;820;678;0;0;0;0;0;0;19;4;357;4;0;0;0;0;;;jun-12
BRAS;692;397;0;0;0;0;0;0;0;0;659;40;0;0;0;0;;;jun-12
BRASILANDIA;8103;6326;8096;8754;395;2533;0;0;67;17;4374;98;0;0;0;0;;;jun-12
BUTANTA;589;650;1024;1449;236;675;0;0;1;0;219;2;0;0;0;0;;;jun-12
CACHOEIRINHA;3017;2195;2858;3122;92;518;0;0;16;5;1985;0;0;0;0;0;;;jun-12
CAMBUCI;307;512;0;0;263;493;0;0;3;1;208;5;0;0;0;0;;;jun-12
CAMPO BELO;908;279;754;1281;70;296;0;0;4;0;472;0;0;0;0;0;;;jun-12
CAMPO GRANDE;875;1308;1809;2795;203;618;0;0;2;3;657;68;0;0;0;0;;;jun-12
CAMPO LIMPO;3658;5264;7098;8192;447;1857;0;0;30;30;6127;48;0;0;0;0;;;jun-12
CANGAIBA;2187;2821;1921;2453;177;739;0;0;0;3;2683;46;0;0;0;0;;;jun-12
CAPAO REDONDO;3669;5086;8303;8967;875;2808;0;0;5;16;7195;1083;0;0;0;0;;;jun-12
CARRAO;1874;740;922;1083;0;0;0;0;5;0;528;0;0;0;0;0;;;jun-12
CASA VERDE;1175;983;1016;1290;60;312;0;0;7;3;823;0;0;0;0;0;;;jun-12
CIDADE ADEMAR;4013;3914;2983;3405;336;885;0;0;10;53;6165;321;0;0;0;0;;;jun-12
CIDADE DUTRA;5816;4319;5584;6508;341;1402;0;0;11;9;3935;155;0;0;0;0;;;jun-12
CIDADE LIDER;2723;2699;2878;3288;387;1011;0;0;13;6;1353;6;0;0;0;0;;;jun-12
CIDADE TIRADENTES;9236;6206;11166;12631;276;1263;578;0;79;10;1687;16;0;0;0;0;;;jun-12
CONSOLACAO;224;757;0;0;0;0;0;0;0;1;130;2;0;0;0;0;;;jun-12
CURSINO;519;895;633;853;50;220;0;0;1;2;792;2;0;0;0;0;;;jun-12
ERMELINO MATARAZZO;1924;1984;1088;1512;196;696;0;0;7;6;1665;26;0;0;0;0;;;jun-12
FREGUESIA DO O;2681;2621;2398;2625;100;640;0;0;28;4;1265;4;0;0;0;0;;;jun-12
GRAJAU;8080;7433;6284;7085;569;2055;0;0;26;31;7717;1496;0;0;0;0;;;jun-12
GUAIANASES;4619;2407;1634;1808;416;667;0;0;89;4;576;7;0;0;0;0;;;jun-12
IGUATEMI;2859;3529;6251;6795;145;667;0;0;6;8;3192;61;0;0;0;0;;;jun-12
IPIRANGA;1467;1277;654;784;102;282;0;0;2;3;1407;0;0;0;0;0;;;jun-12
ITAIM BIBI;351;379;421;698;0;118;0;0;1;1;264;7;0;0;0;0;;;jun-12
ITAIM PAULISTA;5295;5236;5590;6070;200;983;0;0;18;8;4020;155;0;0;0;0;;;jun-12
ITAQUERA;5780;4048;2669;3162;168;695;0;0;43;7;2271;16;0;0;0;0;;;jun-12
JABAQUARA;3829;3280;2621;3197;192;699;0;0;6;9;2864;78;0;0;0;0;;;jun-12
JACANA;1905;2141;1449;1885;93;335;0;0;7;8;1529;3;0;0;0;0;;;jun-12
JAGUARA;674;451;555;778;56;229;0;0;1;1;564;8;0;0;0;0;;;jun-12
JAGUARE;1320;683;685;681;79;148;0;0;6;4;685;8;0;0;0;0;;;jun-12
JARAGUA;5155;5218;8620;9760;416;1312;352;0;27;10;3934;19;0;0;0;0;;;jun-12
JARDIM ANGELA;5114;5735;5771;6524;358;1521;0;0;9;16;7173;1224;0;0;0;0;;;jun-12
JARDIM HELENA;3229;3211;4581;5372;80;954;0;0;9;9;2599;67;0;0;0;0;;;jun-12
JARDIM PAULISTA;110;138;0;0;0;0;0;0;0;0;60;1;0;0;0;0;;;jun-12
JARDIM SAO LUIS;6319;4859;5404;6180;429;1288;0;0;12;47;5817;127;0;0;0;0;;;jun-12
JOSE BONIFACIO;2882;2502;2587;3004;22;222;0;0;11;2;1245;3;0;0;0;0;;;jun-12
LAJEADO;7543;4272;3288;3851;164;898;0;0;61;19;1585;112;0;0;0;0;;;jun-12
